AW08ÇÃéûì_Ç≈ÇÃéÊà¯èÛãµ	ç≈êVéÊà¯ÉVÅ[ÉYÉì	OBICä«óùÇÃÉuÉâÉìÉhó™èÃ	OBICä«óùÇÃÉuÉâÉìÉhCode	éÊçûópÉuÉâÉìÉhCode	BrandñºèÃ	Brand èZèä	Brand ìsés	Brand óXï÷î‘çÜ	Brand çëñº	Brand çëcd	tel	fax	Mobile	íSìñé“	íSìñé“EMAIL	âÔé–ñº	Shipperñº	Shipper çëñº	Shipper çëcd	í â›	éxï•èåèÅiBulkÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢	éxï•èåè îıçl	éxï•Ç¢ó\íËã‡äzéZèoï˚ñ@			éxï•èåèÅiSampleÅj	éxï•èåècd	DiscountÅiBulkÅj	Discount ä‹ÇﬁÅEä‹Ç‹Ç»Ç¢																âﬂãéÇÃèÓïÒ		
continue		PD	165	165	PETRA DOMLING	192 avenue Daumesnil	Paris	75012	FRANCE	FRA	33.(0)1.46.28.90.99			Petra	petra@domling.com	PETRA DOMLING		FRANCE	FRA	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	ACC	goldie H.P.FRANCE						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1503	30% Proforma 70% after delivery	*
*	SS08	PFR	294	150	PHILIP CRANGI ACADEMIE	P.O.BOX 1547	New York	NY 10276	UNITED STATES	USA	212.643.0517	212.643.0518				"PHC Restoration, Inc."	"PHC Restoration, Inc."	UNITED STATES	USA	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0			0.00%	excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1478	100% before shipment	*
continue		PK	193	193	PHILIPPA KUNISCH	103A Tollington Way	London	N7 6RE	UNITED KINGDOM	GBR	44.(0)20.7272.0066	44.(0)20.7272.0066		Philippa		PHILIPPA KUNISCH	PHILIPPA KUNISCH	UNITED KINGDOM	GBR	GBP	100% after checking goods 	11	0.00%	excluded		ETD	10	100				excluded	ACC	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1350	100% After checking goods	*
continue		PFR	294	294	PHILIPPE FERRANDIS	35 Rue D'Aoukir	Paris	75002	FRANCE	FRA	33.(0)1.48.87.87.24	33.(0)1.48.87.87.25	 	Stephane FERRANDIS	philippeferrandis@voila.fr	HELIODORE SARL	HELIODORE SARL	FRANCE	FRA	EUR	50% at proforma invoice 50% 30days after shipment date	46	5.00%	excluded		ETD	30	50	100% with main order's payment	16	0.00%	excluded	ACC	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1017	50% on Proforma/50% 30days after invoice date	with deposit
continue		PR	6	6	PHILIPPE ROUCOU	47 Rue Oberkampf	Paris	75011	FRANCE	FRA	33.(0)1.49.29.97.35	33.(0)1.48.05.30.05	33.(0)6.85.42.44.61	Mr.Philippe	phroucou@gmail.com	PHILIPPE ROUCOU	PHILIPPE ROUCOU	FRANCE	FRA	EUR	100% 30days after shipment date 	7	10.00%	excluded		ETD	30	100	TERMS	code	0.00%	excluded	BAG	Showroom	Kioku					Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	943	30days after invoice date 	Return Partial 
continue		PAG	558	558	PIER ANTONIO GASPARI	Via Einstein 18	Forsat	47100	ITALY	ITA	39.0543.724090	39.0543.796291		Maria Sternini		PAG ITALIA SRL		ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0				excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1397	30% on confirmation 70% before delivery	*
*	SS08			2058	PIERRE HARDY	63 Rue de Lancry	Paris	75010	FRANCE	FRA	33.(0)1.53.19.19.24	33.(0)1.53.19.10.83		Thessa Lijdsman	thessa@pierrehardy.com	SAS MAISON HARDY		FRANCE	FRA	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	SHOES	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1393	30%deposit/70% after checking goods	*
continue				2185	PM co.	5 Passage du Grand Cerf	Paris	75002	FRANCE	FRA	33.(0)1.55.80.71.06	33.(0)1.55.80.71.07			info@pmcostyle.com	PM co. style		FRANCE	FRA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1372	100% on Proforma	*
continue				2186	POL'S POTTEN	Hornweg 77a	Aalsmeer	1432 GD	NETHERLANDS	NLD	31 0297329222	31 0297343314		Julie	julie@polspotten.nl	POL'S POTTEN B.V.	POL'S POTTEN B.V.	NETHERLANDS	NLD	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0				excluded	POT	Deco	HPH					DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1098	100% on Proforma	*
*	SS07			2187	POSTWEILER HAUBER	Franz-Holzmann-Strasse 9	Eppelhelm	69214	GERMANY	DEU	49.(0)175.9752449	49.(0)721370987		Raphael	raphael@postweilerhauber.com	POSTWEILER HAUBER		GERMANY	DEU	EUR	30% at proforma invoice 70% after shipment date	36	0.00%	excluded		ETD	10	70				excluded	RTW	Showroom Antenna						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	967	30%deposit/70% after checking goods	*
continue				2059	POTI POTI	"Modesto Lafuente, 19 Bajo"	Palencia	34002	SPAIN	ESP	49.30.20339804				info@potipoti.com	POTI POTI GRAPHIC FASHION S.L		SPAIN	ESP	EUR	20% at proforma invoice 80% 10days after shipment date	17	0.00%	excluded		ETD	10	80				excluded	RTW	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1008	"20% deposit, 80% after delivery"	*
*	SS08	HPBQ	261	3012	PRECIOUS DUTCH	Tongersestraat 33	LM Maastricht	6211	NETHERLANDS	NLD	31.6420.81499	31.43.325.1925		Chequita Nahar	chequita.nahar@planet.nl	EDITIONS showroom		NETHERLANDS	NLD	EUR	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1438	100% before delivery	*
continue		LAX	799	612	PRELOVED	"613 Queen St.,"	"West Toronto,Ontrio"	M5V 287	CANADA	CAN	1.416.504.8704	1.416.703.1936		Julia		PRELOVED		CANADA	CAN	JPY			0.00%	excluded								excluded		Denim						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1458		*
*	SS07			2188	PREVIEW WOMAN	"Via Lama, 50/B"	Carpi (MO)	41012	ITALY	ITA	39.059.6229256	39.059.6229256		Lisa	lisa@david-production.it	DAVID PRODUCTION SRL	DAVID PRODUCTION SRL	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0	100% before shipment date 	15	3.00%	excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1123	30%proforma/70%before shipment	100% before shipment
continue				2060	PRODOTYP	Skalitzer Str 79	Berlin	10997	GERMANY	DEU	49.(0)30.44039612	49.(0)30.44039610	49.(0)17.92282401	Gritt Wollenberg	mail@prodotyp.de	PRODOTYP	PRODOTYP	GERMANY	DEU	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	ACC	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1255	10 days after delivery	*
*	SS08			2189	PRODUCTION ARTISANALE	82 Rue Lamarck 75018 Paris	Paris	75018	FRANCE	FRA	33.(0)8.72.83.97.58	33.(0)8.72.83.97.58	33.(0)1.77.11.34.33	Quentin	productionartisanale@free.fr	ATELIER QUENTIN NGHIEM	ATELIER QUENTIN NGHIEM	FRANCE	FRA	EUR	100% after receiving goods 	12	3.00%	excluded		î¿ì¸ì˙	10	100			0.00%	excluded	RTW	HPH	Showroom Antenna					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1153	100% at receipt of goods	*
*	SS08			2061	PROUVOST & FATHER	222 Brick Lane	London	E1 6SA	UNITED KINGDOM	GBR	44.79.0694.8699(UK mob)	33.(0)1.47.57.49.96	33.6.636162639(fra mob)	Anne Sophie Gauger	anne-sophie@prouvostfather.com	PROUVOST & FATHER		UNITED KINGDOM	GBR	GBP	100% before shipment date 	15	0.00%	excluded		*	*	0	100% before shipment date 	15	0.00%	excluded	BAG/RTW	Lamp						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	893	100% before delivery date	100% before delivery date
*	SS07			2190	PURIM	Via Morandi 256	Crevalcore(BO)	40014	ITALY	ITA	39.051.983719/980734	39.051.981360		Fausto Candini	info@robertocollina.it	ROBERTO COLLINA SRL	ROBERTO COLLINA SRL	ITALY	ITA	EUR	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70				excluded	RTW	HPH						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1319	30% Deposit / 70% 30days	*
continue		HPBQ	261	3016	PUROCORAZON	"Pasaje San Martin 142, Dpto 402, Miraflores"	Lima	18	PERU	PER	51.1927.14884	51.1241.2784		Carolina	coralina@mipurocorazon.com	PUROCORAZON S.A.C		PERU	PER	USD	100% 14days after shipment date 	2	0.00%	excluded		ETD	14	100				excluded	BAG	H.P.FRANCE BOUTIQUE	Kioku	Lamp				EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1440	100% 14days after delivery date	*
*	SS07			2191	PURPLE ASH	"VIA G.Verdi, 10"	Mogliano Veneto Treviso	31021	ITALY	ITA	39.041.453640	39.041.5902219			"Susanna [susanna@piersrl.it], info@piersrl.it"	PIER.S.P.A.	PIER.S.P.A.	ITALY	ITA	EUR	30% at proforma invoice 70% before shipment date	37	3.00%	excluded		*	*	0				excluded	RTW	Concento						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1339	"30% on PROFORMA,Å@
70% Before Delivery"	*
continue		PYT	783	783	PYT	332 Bleecker Street	New York	NY 10014	UNITED STATES	USA	917.609.6237	646.514.9511		Arlene Guerra		ARLUNE GUERRA		UNITED STATES	USA	USD	100% 45days after shipment date 	9	20.00%	excluded		ETD	45	100				excluded	ACC	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1365	45days after Invoice date	*
continue		R	57	57	R	4 Helmet Row	London	EC1V 3QJ	UNITED KINGDOM	GBR	44.(0)20.7490.1995	44.(0)20.7490.1995	44.(0)7966 531 999	Sarah Altmejd	sarah@rjewellery.com	RIV.Alt LTD	RIV.Alt LTD	UNITED KINGDOM	GBR	GBP	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% with main order's payment	16	0.00%	excluded	ACC	H.P.FRANCE BIJOUX	Concento	Theatre				EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1266	30days after invoice date	with bulk payment
continue		HPBQ	261	3013	Rabadan	"Via della Stazione,2"	San Vincenzo (LI)	57027	ITALY	ITA	39 3287322829	39 0565701529		Francesca & Simona	info@rabadanlab.com	Rabadan		ITALY	ITA	EUR	100% after checking goods 	11	0.00%	excluded		ETD	10	100				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1521	100% after checking goods	*
continue		RB	77	77	Rafia & Bossa	16 Rue du Vertbois	Paris	75003	FRANCE	FRA	33.(0)1.48.87.87.98	33.(0)1.48.87.87.95		Mme.Rafia	rafia.bossa@free.fr	MAISON JACQUES	MAISON JACQUES	FRANCE	FRA	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	0.00%	excluded	ACC	SHOWROOM	H.P.FRANCE BOUTIQUE	Kioku				Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	944	30days after invoice date	30days after invoice date
continue				2192	RAMSA 5	131 Derb Halfaoui Bad Doukkala	Medina Marrakech	40000	MOROCCO	MAR	06 82 16 61 57			Marie LAURE	marie-laure@ramsa5.com	RAMSA5		MOROCCO	MAR	EUR	100% before shipment date 	15	5.00%	excluded		*	*	0				excluded	PIC	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1099	100% BEFORE DELIVERY	*
continue		RED	107	107	REDLINE	42 Rue de Richelieu	Paris	75001	FRANCE	FRA	33.(0)1.44.64.92.24	33.(0)1.44.64.92.90		Melanie	melanie@redline-univers.com			FRANCE	FRA	EUR	30% at proforma invoice 70% before shipment date	37	0.00%	excluded		*	*	0				excluded	ACC	H.P.FRANCE BIJOUX						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1390	30% proforma 70% Before Delivery	*
*	SS07	RL	775	775	REINALDO LOURENCO				BRAZIL	BRA	55.11.6813.8820	55.11.6813.8814		Maria Paula	comercial@reinaldolourenco.com.br	REINALDO LOURENCO		BRAZIL	BRA	USD	30% at proforma invoice 70% 45days after shipment date	32	20.00%	excluded		ETD	45	70			0.00%	excluded	RTW	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Joao Santos	sample01	joao_santos@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	1369	30% on Proforma/45days after Invoice date	six month after delivery
continue		RP	93	93	REINHARD PLANK	"Via Giovo, 69"	Vipiteno (BZ)	39049	ITALY	ITA	39.033.88100202			Klaus	klaus@reinhardplank.com	KLAUS PLANK	REINHARD PLANK	ITALY	ITA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	HAT	Theatre						Tomoko Mori	sample05	Tomoko Mori	sample05	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1349	After delivery	*
continue		RENE	178	178	RENE TALMON LARMEE	3 rue Cunin Gridaine	Paris	75003	FRANCE	FRA	33.(0)1.48.87.17.12	33.(0)1.48.87.17.12		Rene	rtadesign@orange.fr	RTA DESIGN		FRANCE	FRA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	ACC	Theatre						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1504	100% after delivery	*
continue				2193	RESTINPEACE	"29b Greeves street St.Kilda,"	Victoria	3182	AUSTRALIA	AUS	61 3 9939 0432	61 3 9939 0432	0412 469 579	Patrick Crea	patrick@restinpeace.com.au	RESTINPEACE		AUSTRALIA	AUS	AUD	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	RTW	Cannabis						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1522	"30% deposit, 70% after checking goods"	*
continue				2062	Rickard Lindqvist	"Sveavagen 94, S"	Stockholm	S-113 50	SWEDEN	SWE	46.731.522375			David Hamilton	david@rickardlindqvist.se	Rickard Lindqvist HB		SERBIA	SRB	EUR	30% at proforma invoice 70% after checking goods	34	0.00%	excluded		î¿ì¸ì˙	10	70				excluded	RTW	Cannabis						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1523	"30% deposit, 70% after checking goods"	*
continue		RT	143	143	RINA TAIRO	13 & 1/2 Prince Albert Street	"Brighton, East Sussex "	BN1 1HE	UNITED KINGDOM	GBR	44.(0)12.73.77.42.88	44.(0)12.73.77.42.88		Ray Marchall	info@rinatairo.com	RINA TAIRO LTD	RINA TAIRO LTD	UNITED KINGDOM	GBR	GBP	100% 30days after shipment date 	7	5.00%	excluded		ETD	30	100	100% 30days after shipment date 	7	0.00%	excluded	ACC	Showroom						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	829	30days after invoice date	30days after invoice date
continue				2098	ROBERTO COLLINA	Via Morandi 256	Crevalcore (BO)	40014	ITALY	ITA	39.051.983719/980734	39.051.981.360		Fausto Candini	estero@robertocollina.it	ROBERTO COLLINA SRL	ROBERTO COLLINA SRL	ITALY	ITA	EUR	30% at proforma invoice 70% 30days after shipment date	31	5.00%	excluded		ETD	30	70	100% with main order's payment	16	5.00%	excluded	RTW	Usagi Pour Toi						EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	894	30% Deposit / 70% 30days	paid with proforma
continue		RBM	747	747	Robert Moy	445 17th street #3	Brooklyn	NY 11215	UNITED STATES	USA	212 633 2269	212 633 2269		Robert Moy		ROBERTO MOY		UNITED STATES	USA	USD	100% 45days after shipment date 	9	15.00%	excluded		ETD	45	100				excluded	ACC	Destination NY						AMERICASè¨ìáÇ≥ÇÒ	000037	Eiko Ishida	sample00	eiko_ishida@hpgrp.com	H.P.FRANCE NY Inc.	+1 212 727 3030	+1 212 727 7030	867	45days after Invoice date	*
continue		RSM	306	306	ROSA MARIA	"82 rue Chehade, Achrafieh"	Beyrouth		LEBANON	LBN	961.(0)1.331299	961.(0)1.331299		Monique	rosamaria@tpcm.com	ROSA MARIA	SELIM MOUZANNAR	LEBANON	LBN	EUR	100% after checking goods 	11	0.00%	excluded		ETD	10	100	100% with main order's payment	16		excluded	ACC	Kioku	Theatre					Tomoko Mori	sample05	Tomoko Mori	sample05	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	998	100% After checking goods	paid with main order's payment
*	SS08			2194	ROSAMUNDA	"Via Montemaggio 5,"	Rimini	47900	ITALY	ITA	39.054.1728081	39.0541 728223		Federica/Stefania	info@rosamunda.it	ACCIUGHA di Montini Sandro	ACCIUGHA di Montini Sandro	ITALY	ITA	EUR	30% at proforma invoice 70% 10days after shipment date	24	3.00%	excluded		ETD	10	70				excluded	RTW	Concento	Lamp					EUã∆ñ±ïîàÓä_Ç≥ÇÒ	000092	Yumi Inagaki	000092	yumi_inagaki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1056	"30%PROFORMA,70% 10 days after delivery"	*
continue		RS	22	22	RUPERT SANDERSON	"33 Bruton Place, Mayfair"	London	W1J 6NP	UNITED KINGDOM	GBR	44.(0)20.7491.2427	44.(0)87.0750.9182			info@rupertsanderson.co.uk	RUPERT SANDERSON SHOES LIMITED	RUPERT SANDERSON SHOES LIMITED	UNITED KINGDOM	GBR	EUR	100% 30days after shipment date 	7	0.00%	excluded		ETD	30	100	100% with main order's payment	16	0.00%	excluded	SHOES	goldie H.P.FRANCE						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1166	30days after invoice date	with deposit
continue		HPBQ	261	2063	Sabrina Dehoff	Aufg. C / Raum 406 Lobeckstrasse 30-35 D	Berlin	10969	GERMANY	DEU	49 (0)30 / 322.970.540	49 (0)30 / 322.970.541	49 (0)170 / 73.88.130	Sabrina Dehoff	sd@sabrinadehoff.com	Sabrina Dehoff		GERMANY	DEU	EUR	100% after checking goods 	11	0.00%	excluded		ETD	10	100				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1524	100% after checking goods	*
continue				2063	SABRINA DEHOFF	Lobeckstr. 30-35 Aufg. B/R 406	Berlin	10969	GERMANY	DEU	49.(0)30.322970540	49.(0)30.322970541	49.(0)170.1388130		sd@sabrinadehoff.com	SABRINA DEHOFF	SABRINA DEHOFF	GERMANY	DEU	EUR	100% after shipment date 	13	10.00%	excluded		ETD	10	100	100% after shipment date 	13	0.00%	excluded	ACC	WUT						Yann Le Goec	sample06	Yann Le Goec	sample06	yann_le_goec@hpgrp.com	H.P.FRANCE S.A.	+81 3 5489 0771	+81 3 5489 0772	1286	10days after delivery	AFTER DELIVERY
continue		SU	9	9	SAM UBHI	10 Glenburnie Road	London	SW17 7PJ	UNITED KINGDOM	GBR	44.(0)20.8767.5533	44.(0)20.8767.5533			samubhi_uk@hotmail.com	SAM UBHI JEWELLERY	SAM UBHI JEWELLERY	UNITED KINGDOM	GBR	GBP	100% before shipment date 	15	0.00%	excluded		*	*	0				excluded	BAG	H.P.FRANCE BIJOUX						Tomoko Mori	sample05	Yoshiko Sakakibara	sample08	yoshiko_sakakibara@hpgrp.com	H.P.FRANCE LONDON BUREAU	+44 20 8363 9787	+44 20 8245 3275	1165	100% before shipment	*
*	SS08	SDP	515	515	SANDRINE PHILIPPE	6 Rue Herold	Paris	75011	FRANCE	FRA	33.(0)1.40.26.21.78	33.(0)1.48.57.17.99		Sandrine PHILIPPE		SANDRINE PHILIPPE	SANDRINE PHILIPPE	FRANCE	FRA	EUR	30% at proforma invoice 70% after receiving goods	35	3.00%	excluded		î¿ì¸ì˙	10	70	100% with main order's payment	16	0.00%	excluded	RTW	H.P.FRANCE exclusive						exclusiveè¨ë∫Ç≥ÇÒ	000071	Miwa Omura	000071	miwa_omura@hpgrp.com	H.P.FRANCE S.A.	+81 3 5540 5091	+81 3 5778 2160	1018	30%proforma/70% after receiving goods	with deposit
*	SS07	SANS	291	291	Sans-Arcidet	117 Rue Vieille du Temple	Paris	75003	FRANCE	FRA	33.(0)1.42.72.10.04	33.(0)1.42.724.358		Myriam		SARL SANS ARCIDET	SARL SANS ARCIDET	FRANCE	FRA	EUR	30% at proforma invoice 70% 30days after shipment date	31	0.00%	excluded		ETD	30	70				excluded	BAG	Kioku						Eri Wakabayashi	sample03	Eri Wakabayashi	sample03	eri_wakabayashi@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1139	30%proforma/70% 30days after invoice date	*
continue				2195	SARL LE BOA	ZI du Gu	Cesson Sevigne	35510	FRANCE	FRA	33.(0)2.23.27.19.70	33.(0)2.23.27.18.83		Stephanie	dealers@wanadoo.fr	DEALERS France		FRANCE	FRA	EUR	100% at proforma invoice 	14	3.00%	excluded		*	*	0			0.00%	excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1100	100% on Proforma	*
continue				2196	SARTONI DANILO	V. Ravegnana 409B	Ravenna 	48100	ITALY	ITA	39.0544.401858	39.0544.401858		Danilo	sartonid@libero.it	SARTONI DANILO	SARTONI DANILO	ITALY	ITA	EUR	100% at proforma invoice 	14	0.00%	excluded		*	*	0				excluded	DECO	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1194	100% on Proforma	*
continue				3017	SASKIA DIEZ	Geyerstrasse 20	Munchen	80469	GERMANY	DEU	49.(0)89.22.845.367	49.(0)177.25.11.918		Saskia	sd@saskia-diez.de	SASKIA DIEZ		GERMANY	DEU	EUR	50% at proforma invoice 50% after shipment date	49	0.00%	excluded		ETD	10	50				excluded	ACC	H.P.FRANCE BOUTIQUE						EUã∆ñ±ïîóÈñÿÇ≥ÇÒ	000115	Eriko Suzuki	000115	eriko_suzuki@hpgrp.com	H.P.FRANCE S.A.	+81 3 5778 2023	+81 3 5778 2024	1441	50% deposit / 50% after delivery	*
continue				2197	SAYANG	52 Rue du Roi de Sicile	Paris	75004	FRANCE	FRA	33.(0)1.69.29.91.36	33.(0)1.69.29.91.36		Miss Kerstin		SAYANG		FRANCE	FRA	EUR	100% after shipment date 	13	0.00%	excluded		ETD	10	100				excluded	ACC	Deco						DECOíÜì°Ç≥ÇÒ	000116	Takashi Yokoyama 	sample04	takashi_yokoyama@hpgrp.com	H.P.FRANCE S.A.R.L.	+33 1 4297 5303	+33 1 4297 5909	1101	PAID BY HP PARIS	*
